node_id,label,x,y,z,radius,parent_id,type
49,0,15204.0,34750.0,27282.0,30.0,48,slab
50,0,15224.0,34710.0,27282.0,30.0,49,slab
51,0,15244.0,34690.0,27262.0,18.2843,50,slab
52,0,15244.0,34650.0,27242.0,30.0,51,slab
53,0,15264.0,34630.0,27222.0,18.2843,52,slab
54,0,15264.0,34610.0,27222.0,18.2843,53,slab
55,0,15304.0,34570.0,27202.0,34.7214,54,slab
56,0,15364.0,34490.0,27162.0,30.0,55,slab
57,0,15424.0,34430.0,27122.0,30.0,56,slab
58,0,15464.0,34390.0,27082.0,30.0,57,slab
59,0,15504.0,34350.0,27042.0,30.0,58,slab
60,0,15544.0,34330.0,27022.0,30.0,59,slab
61,0,15564.0,34310.0,27002.0,18.2843,60,slab
62,0,15624.0,34290.0,26982.0,30.0,61,slab
63,0,15684.0,34250.0,26942.0,30.0,62,slab
64,0,15704.0,34230.0,26922.0,18.2843,63,slab
65,0,15744.0,34230.0,26922.0,30.0,64,slab
66,0,15824.0,34190.0,26882.0,30.0,65,slab
67,0,15884.0,34130.0,26802.0,34.7214,66,slab
68,0,15944.0,34090.0,26762.0,46.5685,67,slab
69,0,16017.3,34033.3,26668.7,50.0,68,slab
70,0,16124.0,33930.0,26542.0,30.0,69,slab
71,0,16144.0,33910.0,26502.0,30.0,70,slab
72,0,16164.0,33910.0,26442.0,18.2843,71,slab
73,0,16184.0,33910.0,26422.0,10.0,72,slab
74,0,16184.0,33910.0,26402.0,10.0,73,slab
75,0,16184.0,33910.0,26382.0,18.2843,74,slab
76,0,16204.0,33910.0,26342.0,18.2843,75,slab
77,0,16204.0,33910.0,26322.0,18.2843,76,slab
78,0,16204.0,33930.0,26302.0,10.0,77,slab
79,0,16224.0,33930.0,26262.0,30.0,78,slab
80,0,16284.0,33930.0,26202.0,30.0,79,slab
81,0,16324.0,33930.0,26162.0,18.2843,80,slab
82,0,16344.0,33910.0,26142.0,30.0,81,slab
83,0,16424.0,33910.0,26082.0,30.0,82,slab
84,0,16484.0,33910.0,26062.0,30.0,83,slab
85,0,16524.0,33930.0,26062.0,10.0,84,slab
86,0,16544.0,33930.0,26062.0,10.0,85,slab
87,0,16564.0,33930.0,26062.0,10.0,86,slab
88,0,16584.0,33930.0,26062.0,10.0,87,slab
89,0,16624.0,33930.0,26062.0,30.0,88,slab
90,0,16704.0,33930.0,26062.0,30.0,89,slab
91,0,16744.0,33930.0,26082.0,10.0,90,slab
92,0,16764.0,33930.0,26082.0,10.0,91,slab
93,0,16784.0,33930.0,26082.0,10.0,92,slab
94,0,16804.0,33930.0,26082.0,10.0,93,slab
95,0,16824.0,33930.0,26082.0,10.0,94,slab
96,0,16864.0,33930.0,26082.0,30.0,95,slab
97,0,16904.0,33930.0,26102.0,18.2843,96,slab
98,0,16924.0,33950.0,26102.0,10.0,97,slab
99,0,16944.0,33950.0,26102.0,18.2843,98,slab
100,0,16964.0,33950.0,26102.0,18.2843,99,slab
101,0,16984.0,33970.0,26102.0,10.0,100,slab
102,0,17004.0,33970.0,26102.0,18.2843,101,slab
103,0,17024.0,33970.0,26102.0,18.2843,102,slab
104,0,17044.0,33990.0,26122.0,30.0,103,slab
105,0,17084.0,34010.0,26162.0,18.2843,104,slab
106,0,17084.0,34030.0,26182.0,10.0,105,slab
107,0,17084.0,34050.0,26222.0,30.0,106,slab
108,0,17044.0,34010.0,26282.0,30.0,107,slab
109,0,17004.0,33970.0,26322.0,30.0,108,slab
110,5,16933.3,33931.3,26450.0,57.5102,109,branch
111,0,17024.0,33790.0,26602.0,72.4621,110,slab
112,0,17104.0,33670.0,26682.0,72.4621,111,slab
113,0,17184.0,33450.0,26782.0,70.0,112,slab
114,0,17244.0,33270.0,26822.0,70.0,113,slab
115,0,17324.0,33150.0,26882.0,74.8528,114,slab
116,0,17404.0,33030.0,26982.0,62.111,115,slab
117,0,17504.0,32950.0,27062.0,62.111,116,slab
118,0,17644.0,32810.0,27162.0,62.111,117,slab
119,0,17804.0,32670.0,27242.0,53.2456,118,slab
120,0,17884.0,32590.0,27302.0,46.5685,119,slab
121,0,17984.0,32490.0,27382.0,62.111,120,slab
122,0,18064.0,32390.0,27442.0,62.111,121,slab
123,0,18164.0,32270.0,27542.0,62.111,122,slab
124,0,18284.0,32150.0,27622.0,53.2456,123,slab
125,0,18324.0,32110.0,27662.0,46.5685,124,slab
126,0,18384.0,32050.0,27682.0,62.111,125,slab
127,0,18444.0,32010.0,27702.0,53.2456,126,slab
128,0,18504.0,31970.0,27722.0,72.4621,127,slab
129,0,18624.0,31870.0,27762.0,62.111,128,slab
130,0,18704.0,31730.0,27822.0,62.111,129,slab
131,0,18744.0,31610.0,27842.0,62.111,130,slab
132,0,18824.0,31450.0,27862.0,53.2456,131,slab
133,0,18884.0,31310.0,27862.0,53.2456,132,slab
134,0,18924.0,31230.0,27882.0,70.0,133,slab
135,0,18984.0,31090.0,27882.0,62.111,134,slab
136,0,19064.0,30910.0,27882.0,72.4621,135,slab
137,0,19144.0,30750.0,27882.0,79.4427,136,slab
138,0,19244.0,30590.0,27882.0,62.111,137,slab
139,0,19304.0,30470.0,27842.0,62.111,138,slab
140,0,19384.0,30350.0,27842.0,62.111,139,slab
141,0,19464.0,30230.0,27822.0,62.111,140,slab
142,0,19544.0,30110.0,27802.0,62.111,141,slab
143,0,19664.0,29950.0,27782.0,53.2456,142,slab
144,0,19744.0,29790.0,27782.0,53.2456,143,slab
145,0,19804.0,29610.0,27762.0,72.4621,144,slab
146,0,19864.0,29550.0,27742.0,50.0,145,slab
147,0,19904.0,29450.0,27742.0,46.5685,146,slab
148,0,19984.0,29290.0,27702.0,53.2456,147,slab
149,0,20044.0,29150.0,27702.0,53.2456,148,slab
150,0,20124.0,29030.0,27662.0,53.2456,149,slab
151,0,20184.0,28890.0,27662.0,53.2456,150,slab
152,0,20244.0,28750.0,27642.0,53.2456,151,slab
153,0,20324.0,28610.0,27602.0,53.2456,152,slab
154,0,20384.0,28490.0,27582.0,50.0,153,slab
155,0,20424.0,28390.0,27562.0,53.2456,154,slab
156,0,20504.0,28210.0,27542.0,62.111,155,slab
157,0,20564.0,28070.0,27522.0,62.111,156,slab
158,0,20644.0,27930.0,27482.0,50.0,157,slab
159,0,20704.0,27790.0,27442.0,62.111,158,slab
160,0,20764.0,27650.0,27402.0,62.111,159,slab
161,0,20824.0,27490.0,27342.0,62.111,160,slab
162,0,20864.0,27370.0,27282.0,53.2456,161,slab
163,0,20924.0,27230.0,27222.0,46.5685,162,slab
164,0,20944.0,27130.0,27162.0,50.0,163,slab
165,0,21004.0,26990.0,27122.0,53.2456,164,slab
166,0,21084.0,26830.0,27042.0,50.0,165,slab
167,0,21124.0,26710.0,27002.0,50.0,166,slab
168,0,21184.0,26570.0,26942.0,62.111,167,slab
169,0,21264.0,26450.0,26882.0,62.111,168,slab
170,0,21304.0,26330.0,26802.0,70.0,169,slab
171,0,21364.0,26210.0,26702.0,53.2456,170,slab
172,0,21404.0,26110.0,26622.0,53.2456,171,slab
173,0,21444.0,26030.0,26562.0,50.0,172,slab
174,0,21484.0,25950.0,26482.0,53.2456,173,slab
175,0,21504.0,25870.0,26402.0,50.0,174,slab
176,0,21524.0,25750.0,26322.0,50.0,175,slab
177,0,21564.0,25670.0,26242.0,70.0,176,slab
178,0,21564.0,25470.0,26102.0,50.0,177,slab
179,0,21564.0,25370.0,26042.0,46.5685,178,slab
180,0,21584.0,25270.0,25962.0,50.0,179,slab
181,0,21624.0,25170.0,25902.0,53.2456,180,slab
182,0,21684.0,25070.0,25822.0,70.0,181,slab
183,0,21704.0,24950.0,25762.0,50.0,182,slab
184,0,21744.0,24870.0,25682.0,53.2456,183,slab
185,0,21784.0,24770.0,25602.0,53.2456,184,slab
186,0,21844.0,24670.0,25522.0,50.0,185,slab
187,0,21884.0,24530.0,25422.0,62.111,186,slab
188,0,21924.0,24410.0,25322.0,62.111,187,slab
189,0,21924.0,24270.0,25222.0,50.0,188,slab
190,0,21904.0,24130.0,25142.0,50.0,189,slab
191,0,21904.0,24030.0,25062.0,50.0,190,slab
192,0,21924.0,23870.0,24942.0,62.111,191,slab
193,0,21944.0,23750.0,24862.0,70.0,192,slab
194,0,21944.0,23630.0,24742.0,70.0,193,slab
195,0,21944.0,23510.0,24662.0,62.111,194,slab
196,0,21964.0,23390.0,24562.0,50.0,195,slab
197,0,21984.0,23290.0,24482.0,50.0,196,slab
198,0,21984.0,23230.0,24462.0,50.0,197,slab
199,0,22004.0,23170.0,24422.0,30.0,198,slab
200,0,22004.0,23110.0,24382.0,34.7214,199,slab
201,0,21984.0,23010.0,24322.0,50.0,200,slab
202,0,21984.0,22950.0,24262.0,62.111,201,slab
203,0,21984.0,22830.0,24162.0,53.2456,202,slab
204,0,21964.0,22750.0,24102.0,46.5685,203,slab
205,0,21964.0,22610.0,23982.0,62.111,204,slab
206,0,21924.0,22410.0,23822.0,70.0,205,slab
207,0,21904.0,22270.0,23722.0,53.2456,206,slab
208,0,21884.0,22150.0,23622.0,50.0,207,slab
209,0,21864.0,22030.0,23542.0,62.111,208,slab
210,0,21824.0,21930.0,23462.0,50.0,209,slab
211,0,21804.0,21850.0,23382.0,50.0,210,slab
212,0,21784.0,21750.0,23302.0,50.0,211,slab
213,0,21764.0,21650.0,23222.0,50.0,212,slab
214,0,21724.0,21570.0,23142.0,62.111,213,slab
215,0,21684.0,21470.0,23042.0,53.2456,214,slab
216,0,21684.0,21410.0,22982.0,72.4621,215,slab
217,0,21544.0,21270.0,22742.0,46.5685,216,slab
218,0,21524.0,21190.0,22642.0,50.0,217,slab
219,0,21468.8,21097.2,22531.7,50.3917,218,slab
220,0,21464.0,21030.0,22462.0,62.111,219,slab
221,0,21404.0,20910.0,22342.0,53.2456,220,slab
222,0,21364.0,20810.0,22242.0,46.5685,221,slab
223,0,21344.0,20730.0,22122.0,46.5685,222,slab
224,0,21284.0,20630.0,22022.0,62.111,223,slab
225,0,21264.0,20530.0,21902.0,70.0,224,slab
226,0,21204.0,20410.0,21762.0,62.111,225,slab
227,0,21164.0,20310.0,21662.0,62.111,226,slab
228,0,21144.0,20210.0,21562.0,46.5685,227,slab
229,0,21144.0,20110.0,21482.0,50.0,228,slab
230,0,21124.0,20030.0,21402.0,50.0,229,slab
231,0,21124.0,19970.0,21342.0,62.111,230,slab
232,0,21084.0,19830.0,21182.0,50.0,231,slab
233,0,21064.0,19750.0,21062.0,50.0,232,slab
234,0,21044.0,19710.0,21022.0,34.7214,233,slab
235,0,21024.0,19630.0,20942.0,50.0,234,slab
236,0,21004.0,19510.0,20822.0,62.111,235,slab
237,0,20964.0,19410.0,20702.0,50.0,236,slab
238,0,20924.0,19330.0,20582.0,50.0,237,slab
239,0,20924.0,19270.0,20502.0,46.5685,238,slab
240,0,20904.0,19190.0,20402.0,62.111,239,slab
241,0,20884.0,19090.0,20262.0,62.111,240,slab
242,0,20824.0,18990.0,20122.0,62.111,241,slab
243,0,20824.0,18910.0,20002.0,53.2456,242,slab
244,0,20764.0,18810.0,19822.0,50.0,243,slab
245,0,20744.0,18730.0,19702.0,50.0,244,slab
246,0,20704.0,18650.0,19562.0,46.5685,245,slab
247,0,20684.0,18590.0,19462.0,50.0,246,slab
248,0,20664.0,18530.0,19362.0,50.0,247,slab
249,0,20664.0,18450.0,19262.0,46.5685,248,slab
250,0,20624.0,18390.0,19162.0,46.5685,249,slab
251,0,20624.0,18310.0,19062.0,46.5685,250,slab
252,0,20584.0,18270.0,18942.0,46.5685,251,slab
253,0,20564.0,18210.0,18842.0,46.5685,252,slab
254,0,20544.0,18130.0,18702.0,46.5685,253,slab
255,5,20544.0,18055.0,18627.0,46.5685,254,branch
256,5,20498.7,17967.3,18434.0,49.5415,255,branch
257,0,20424.0,17910.0,18282.0,46.5685,256,slab
258,0,20364.0,17885.0,18187.0,46.5685,257,slab
259,0,20324.0,17830.0,18062.0,46.5685,258,slab
260,0,20304.0,17770.0,17962.0,46.5685,259,slab
261,0,20284.0,17710.0,17842.0,46.5685,260,slab
262,0,20244.0,17670.0,17742.0,46.5685,261,slab
263,0,20204.0,17650.0,17622.0,53.2456,262,slab
264,0,20164.0,17590.0,17502.0,53.2456,263,slab
265,0,20124.0,17530.0,17362.0,53.2456,264,slab
266,0,20084.0,17470.0,17222.0,50.0,265,slab
267,0,20044.0,17430.0,17122.0,50.0,266,slab
268,0,20004.0,17390.0,17022.0,50.0,267,slab
269,0,19964.0,17350.0,16922.0,46.5685,268,slab
270,0,19924.0,17310.0,16822.0,46.5685,269,slab
271,0,19884.0,17250.0,16682.0,50.0,270,slab
272,0,19864.0,17170.0,16562.0,53.2456,271,slab
273,0,19844.0,17130.0,16442.0,62.111,272,slab
274,0,19784.0,17070.0,16322.0,46.5685,273,slab
275,0,19724.0,17010.0,16242.0,46.5685,274,slab
276,0,19684.0,16950.0,16122.0,50.0,275,slab
277,0,19624.0,16870.0,16002.0,50.0,276,slab
278,0,19584.0,16790.0,15882.0,46.5685,277,slab
279,0,19544.0,16730.0,15762.0,50.0,278,slab
280,0,19464.0,16650.0,15642.0,62.111,279,slab
281,0,19404.0,16610.0,15542.0,53.2456,280,slab
282,0,19364.0,16570.0,15482.0,62.111,281,slab
283,0,19304.0,16530.0,15422.0,50.0,282,slab
284,0,19224.0,16450.0,15282.0,62.111,283,slab
285,0,19144.0,16390.0,15162.0,62.111,284,slab
286,0,19044.0,16330.0,15022.0,70.0,285,slab
287,0,18964.0,16290.0,14902.0,70.0,286,slab
288,0,18864.0,16250.0,14782.0,62.111,287,slab
289,0,18744.0,16210.0,14662.0,62.111,288,slab
290,0,18644.0,16190.0,14542.0,62.111,289,slab
291,0,18524.0,16170.0,14402.0,70.0,290,slab
292,0,18424.0,16150.0,14302.0,62.111,291,slab
293,0,18324.0,16110.0,14182.0,62.111,292,slab
294,0,18224.0,16070.0,14062.0,62.111,293,slab
295,0,18124.0,16050.0,13962.0,50.0,294,slab
296,0,18044.0,16030.0,13882.0,50.0,295,slab
297,0,17964.0,16010.0,13802.0,50.0,296,slab
298,0,17864.0,15990.0,13702.0,50.0,297,slab
299,0,17784.0,15970.0,13622.0,46.5685,298,slab
300,0,17684.0,15950.0,13522.0,50.0,299,slab
301,0,17587.3,15931.7,13445.3,35.7086,300,slab
302,0,17464.0,15930.0,13322.0,46.5685,301,slab
303,0,17344.0,15930.0,13242.0,46.5685,302,slab
304,0,17244.0,15910.0,13142.0,53.2456,303,slab
305,0,17104.0,15930.0,13102.0,62.111,304,slab
306,0,16984.0,15910.0,13022.0,62.111,305,slab
307,0,16844.0,15930.0,12922.0,50.0,306,slab
308,0,16744.0,15970.0,12842.0,46.5685,307,slab
309,0,16644.0,15990.0,12762.0,46.5685,308,slab
310,0,16564.0,15990.0,12682.0,50.0,309,slab
311,0,16464.0,16010.0,12582.0,50.0,310,slab
312,0,16344.0,16010.0,12522.0,50.0,311,slab
313,0,16304.0,16010.0,12482.0,46.5685,312,slab
314,0,16244.0,16010.0,12442.0,70.0,313,slab
315,5,16140.2,16010.0,12372.8,70.0,314,branch
316,0,16044.0,16010.0,12342.0,50.0,315,slab
317,0,15924.0,16030.0,12322.0,50.0,316,slab
318,0,15864.0,16050.0,12302.0,30.0,317,slab
319,0,15784.0,16050.0,12282.0,50.0,318,slab
320,0,15644.0,16090.0,12202.0,46.5685,319,slab
321,0,15524.0,16070.0,12122.0,62.111,320,slab
322,0,15384.0,16010.0,12102.0,53.2456,321,slab
323,0,15244.0,15950.0,12042.0,50.0,322,slab
324,5,15135.1,15892.8,11984.8,67.673,323,branch
325,0,15044.0,15910.0,11982.0,34.7214,324,slab
326,0,14944.0,15910.0,12002.0,50.0,325,slab
327,0,14884.0,15930.0,12002.0,34.7214,326,slab
328,0,14784.0,15950.0,12022.0,34.7214,327,slab
329,0,14704.0,15990.0,12022.0,34.7214,328,slab
330,0,14584.0,16050.0,12062.0,46.5685,329,slab
331,0,14444.0,16090.0,12042.0,53.2456,330,slab
332,0,14324.0,16110.0,12022.0,50.0,331,slab
333,0,14204.0,16150.0,12022.0,50.0,332,slab
334,0,14064.0,16170.0,12002.0,50.0,333,slab
335,0,13924.0,16190.0,11982.0,50.0,334,slab
336,0,13804.0,16210.0,11982.0,50.0,335,slab
337,0,13704.0,16230.0,11982.0,50.0,336,slab
338,0,13604.0,16250.0,11982.0,46.5685,337,slab
339,0,13504.0,16270.0,11982.0,50.0,338,slab
340,0,13364.0,16310.0,11982.0,53.2456,339,slab
341,0,13204.0,16350.0,12002.0,50.0,340,slab
342,0,13104.0,16370.0,12002.0,50.0,341,slab
343,0,12924.0,16410.0,12022.0,50.0,342,slab
344,0,12804.0,16430.0,12022.0,50.0,343,slab
345,0,12684.0,16430.0,12022.0,50.0,344,slab
346,0,12524.0,16490.0,12022.0,70.0,345,slab
347,0,12444.0,16510.0,12022.0,53.2456,346,slab
348,0,12244.0,16550.0,12082.0,72.4621,347,slab
349,0,12044.0,16630.0,12102.0,50.0,348,slab
350,0,11924.0,16630.0,12122.0,50.0,349,slab
351,0,11724.0,16650.0,12142.0,70.0,350,slab
352,0,11564.0,16690.0,12182.0,53.2456,351,slab
353,0,11384.0,16730.0,12182.0,62.111,352,slab
354,0,11224.0,16770.0,12202.0,70.0,353,slab
355,0,11064.0,16810.0,12222.0,53.2456,354,slab
356,0,10924.0,16890.0,12262.0,46.5685,355,slab
357,0,10804.0,16930.0,12262.0,53.2456,356,slab
358,0,10684.0,16950.0,12262.0,50.0,357,slab
359,0,10544.0,16990.0,12282.0,62.111,358,slab
360,0,10424.0,17050.0,12302.0,62.111,359,slab
361,0,10304.0,17130.0,12322.0,53.2456,360,slab
362,0,10184.0,17210.0,12322.0,53.2456,361,slab
363,0,10064.0,17350.0,12362.0,74.8528,362,slab
364,0,9984.0,17490.0,12382.0,62.111,363,slab
365,0,9904.0,17610.0,12402.0,62.111,364,slab
366,5,9739.88,17730.6,12442.6,116.201,365,branch
367,0,9424.0,17870.0,12522.0,70.0,366,slab
368,0,9284.0,17950.0,12542.0,46.5685,367,slab
369,0,9204.0,18010.0,12602.0,53.2456,368,slab
370,0,9084.0,18090.0,12662.0,62.111,369,slab
371,0,8964.0,18190.0,12702.0,62.111,370,slab
372,0,8864.0,18290.0,12722.0,34.7214,371,slab
373,0,8804.0,18310.0,12722.0,53.2456,372,slab
374,0,8584.0,18390.0,12782.0,72.4621,373,slab
375,0,8424.0,18490.0,12822.0,62.111,374,slab
376,0,8284.0,18550.0,12882.0,50.0,375,slab
377,0,8164.0,18590.0,12922.0,50.0,376,slab
378,0,8024.0,18670.0,13002.0,62.111,377,slab
379,0,7864.0,18770.0,13062.0,62.111,378,slab
380,0,7744.0,18870.0,13162.0,62.111,379,slab
381,0,7664.0,18950.0,13222.0,53.2456,380,slab
382,0,7584.0,19030.0,13282.0,46.5685,381,slab
383,0,7504.0,19110.0,13362.0,46.5685,382,slab
384,0,7424.0,19210.0,13442.0,62.111,383,slab
385,0,7344.0,19270.0,13522.0,46.5685,384,slab
386,0,7264.0,19350.0,13622.0,50.0,385,slab
387,0,7204.0,19430.0,13722.0,46.5685,386,slab
388,0,7084.0,19470.0,13822.0,46.5685,387,slab
389,0,7004.0,19510.0,13882.0,34.7214,388,slab
390,0,6884.0,19550.0,13942.0,50.0,389,slab
391,0,6764.0,19610.0,14002.0,50.0,390,slab
392,0,6644.0,19670.0,14062.0,72.4621,391,slab
393,0,6504.0,19790.0,14122.0,62.111,392,slab
394,0,6384.0,19890.0,14162.0,53.2456,393,slab
395,0,6264.0,19970.0,14222.0,53.2456,394,slab
396,0,6164.0,20070.0,14202.0,46.5685,395,slab
397,5,6069.71,20126.6,14220.9,77.5642,396,branch
398,5,6064.0,20130.0,14222.0,79.4427,397,branch
399,0,5964.0,20270.0,14362.0,50.0,398,slab
400,0,5864.0,20370.0,14462.0,62.111,399,slab
401,5,5764.0,20490.0,14522.0,74.8528,400,branch
402,0,5684.0,20510.0,14582.0,53.2456,401,slab
403,0,5564.0,20590.0,14702.0,53.2456,402,slab
404,0,5444.0,20690.0,14762.0,62.111,403,slab
405,5,5270.9,20852.1,14926.1,82.1382,404,branch
406,5,5168.71,20926.5,15018.5,63.7516,405,branch
407,0,5124.0,21050.0,15182.0,46.5685,406,slab
408,0,5104.0,21170.0,15282.0,72.4621,407,slab
409,0,5064.0,21330.0,15422.0,62.111,408,slab
410,5,5044.0,21431.5,15495.2,65.3821,409,branch
411,5,5044.0,21593.6,15590.7,78.7179,410,branch
412,0,5004.0,21870.0,15602.0,62.111,411,slab
413,0,5005.58,21994.7,15602.0,52.989,412,slab
414,0,5024.0,22050.0,15602.0,50.0,413,slab
415,5,5004.0,22170.0,15542.0,79.4427,414,branch
416,5,4947.29,22323.4,15617.1,63.1582,415,branch
417,5,4944.0,22410.0,15622.0,72.4621,416,branch
418,0,4964.0,22470.0,15562.0,62.111,417,slab
419,0,4904.0,22530.0,15522.0,53.2456,418,slab
420,0,4864.0,22630.0,15542.0,30.0,419,slab
421,0,4884.0,22730.0,15562.0,46.5685,420,slab
422,5,4884.0,22870.0,15582.0,70.0,421,branch
423,5,4901.14,23001.4,15547.7,68.873,422,branch
424,0,4884.0,23076.2,15452.8,47.5958,423,slab
425,0,4884.0,23150.0,15322.0,50.0,424,slab
426,5,4884.0,23190.0,15242.0,72.4621,425,branch
427,0,4956.73,23249.1,15162.9,48.9082,426,slab
428,0,4984.0,23290.0,15122.0,46.5685,427,slab
429,5,5004.0,23290.0,15022.0,30.0,428,branch
430,0,5004.0,23290.0,14942.0,30.0,429,slab
431,5,5004.0,23290.0,14892.0,30.0,430,branch
432,0,5024.0,23290.0,14842.0,34.7214,431,slab
433,5,5044.0,23350.0,14782.0,62.111,432,branch
434,5,4969.91,23352.0,14667.9,54.119,433,branch
435,0,4844.0,23350.0,14642.0,30.0,434,slab
436,0,4744.0,23330.0,14642.0,30.0,435,slab
437,0,4704.0,23310.0,14662.0,30.0,436,slab
438,0,4684.0,23290.0,14642.0,18.2843,437,slab
439,0,4644.0,23250.0,14642.0,18.2843,438,slab
440,0,4604.0,23210.0,14642.0,18.2843,439,slab
441,0,4564.0,23190.0,14642.0,18.2843,440,slab
442,0,4524.0,23150.0,14642.0,18.2843,441,slab
443,0,4504.0,23130.0,14642.0,18.2843,442,slab
444,0,4464.0,23090.0,14642.0,30.0,443,slab
445,0,4444.0,23070.0,14622.0,18.2843,444,slab
446,0,4404.0,23050.0,14622.0,18.2843,445,slab
447,0,4364.0,23030.0,14622.0,30.0,446,slab
448,0,4344.0,23010.0,14602.0,18.2843,447,slab
449,0,4304.0,22990.0,14602.0,30.0,448,slab
450,0,4264.0,22970.0,14602.0,18.2843,449,slab
451,0,4224.0,22950.0,14602.0,18.2843,450,slab
452,0,4184.0,22930.0,14582.0,30.0,451,slab
453,0,4124.0,22890.0,14582.0,30.0,452,slab
454,0,4104.0,22850.0,14602.0,46.5685,453,slab
455,0,4104.0,22770.0,14642.0,30.0,454,slab
456,0,4064.0,22710.0,14702.0,18.2843,455,slab
457,0,4044.0,22690.0,14722.0,18.2843,456,slab
458,0,4044.0,22670.0,14742.0,18.2843,457,slab
459,0,4024.0,22650.0,14762.0,10.0,458,slab
460,5,4024.0,22605.5,14784.2,30.5279,459,branch
461,0,4024.0,22490.0,14822.0,30.0,460,slab
462,0,3955.05,22381.1,14878.3,59.2479,461,slab
463,5,3883.85,22324.4,14927.6,53.6149,462,branch
464,0,3964.0,22390.0,14982.0,50.0,463,slab
465,6,3964.0,22430.0,15022.0,30.0,464,end
466,0,16844.0,34030.0,26442.0,62.111,110,slab
467,5,16727.7,34145.1,26346.9,88.9306,466,branch
468,5,16484.0,34450.0,26542.0,90.0,467,branch
469,0,16484.0,34590.0,26542.0,53.2456,468,slab
470,0,16504.0,34690.0,26562.0,90.0,469,slab
471,0,16504.0,34790.0,26562.0,53.2456,470,slab
472,5,16500.9,34925.4,26562.0,53.0769,471,branch
473,5,16485.9,35000.4,26562.0,68.0769,472,branch
474,5,16471.1,35061.8,26562.0,73.1401,473,branch
475,5,16465.2,35085.3,26562.0,74.5674,474,branch
476,5,16464.0,35160.0,26562.0,70.6066,475,branch
477,5,16461.6,35277.3,26560.8,79.0171,476,branch
478,5,16434.2,35359.3,26547.1,74.2498,477,branch
479,5,16424.0,35470.0,26542.0,95.2334,478,branch
480,5,16424.0,35490.0,26542.0,100.926,479,branch
481,5,16424.0,35510.0,26542.0,106.619,480,branch
482,5,16364.0,35610.0,26542.0,62.111,481,branch
483,5,16307.5,35735.9,26562.0,68.6078,482,branch
484,5,16278.7,35833.5,26605.5,72.3571,483,branch
485,0,16164.0,35870.0,26662.0,34.7214,484,slab
486,5,16108.6,35906.9,26662.0,45.6572,485,branch
487,0,16024.0,35990.0,26662.0,34.7214,486,slab
488,5,15938.7,36095.3,26606.9,68.0624,487,branch
489,0,15844.0,36110.0,26602.0,50.0,488,slab
490,5,15772.0,36146.0,26602.0,70.2159,489,branch
491,5,15764.0,36150.0,26602.0,72.4621,490,branch
